Date,Time,Open,High,Low,Close,Volume
2012.11.27,0:00,1748.8,1751.65,1741.25,1741.85,89890
2012.11.28,0:00,1741.25,1742.4,1705.6,1719.55,134996
2012.11.29,0:00,1719.1,1728.15,1718.2,1725.5,91220
2012.11.30,0:00,1725.55,1730.75,1708.95,1713.45,111790
2012.12.03,0:00,1713.85,1720.95,1712.5,1715.8,93646
2012.12.04,0:00,1715.5,1717.15,1691.1,1697.25,116024
2012.12.05,0:00,1696.1,1706.4,1691.2,1693.7,87204
2012.12.06,0:00,1693.65,1701.6,1685.75,1699.65,108484
2012.12.07,0:00,1699.65,1705.4,1683.35,1704.55,106688
2012.12.10,0:00,1703.65,1717.25,1702.25,1712.65,62152
2012.12.11,0:00,1712,1713.85,1706,1709.85,62828
2012.12.12,0:00,1710.15,1723.1,1708.85,1711.35,89138
2012.12.13,0:00,1711,1711,1689.4,1696.95,115990
2012.12.14,0:00,1697.3,1700.15,1693.1,1694.35,63192
2012.12.17,0:00,1697.1,1699.45,1688.7,1697.9,67026
2012.12.18,0:00,1697.45,1703,1660.8,1671.05,103826
2012.12.19,0:00,1670.25,1676.6,1663.25,1667.05,93036
2012.12.20,0:00,1665.25,1671.7,1638,1647.85,122684
2012.12.21,0:00,1647.4,1659.6,1635.4,1654.85,104404
2012.12.24,0:00,1657.1,1665.4,1651.85,1658.85,34408
2012.12.26,0:00,1655.65,1667.95,1654.65,1659.25,31246
2012.12.27,0:00,1659.3,1664.75,1652.5,1663.85,54894
2012.12.28,0:00,1662.95,1666.1,1653.55,1657.2,47056
2012.12.31,0:00,1655.35,1667.75,1655.05,1660.95,35104
2013.01.02,0:00,1673.5,1693.25,1670.05,1686.35,129294
2013.01.03,0:00,1684.9,1689.75,1662.6,1663.6,141922
2013.01.04,0:00,1662.55,1663.95,1626.85,1656.25,221398
2013.01.07,0:00,1656.45,1662.4,1642.6,1646.6,122064
2013.01.08,0:00,1647.3,1662.4,1646.45,1658.95,68568
2013.01.09,0:00,1660,1665.8,1651.35,1657.55,63482
2013.01.10,0:00,1657.9,1678.4,1653.75,1675,60664
2013.01.11,0:00,1674.45,1676.65,1655.35,1662.85,53064
2013.01.14,0:00,1662.45,1674.7,1659.85,1667.5,45538
2013.01.15,0:00,1667.6,1685,1666.45,1678.85,61428
2013.01.16,0:00,1679.45,1684.6,1673.6,1679.75,52108
2013.01.17,0:00,1680.4,1696.25,1666.65,1687.45,59570
2013.01.18,0:00,1687.15,1695.05,1683.6,1684.15,50444
2013.01.21,0:00,1685.55,1691.15,1684.7,1689.7,38490
2013.01.22,0:00,1689.7,1696.05,1686.6,1692.5,50216
2013.01.23,0:00,1691.75,1694.9,1685.35,1685.9,44142
2013.01.24,0:00,1684.45,1686.05,1664.95,1667.75,55712
2013.01.25,0:00,1667.3,1671.8,1655.85,1658.95,58126
2013.01.28,0:00,1658.6,1662.25,1651.85,1655.5,55660
2013.01.29,0:00,1654.75,1665.85,1654.5,1663.7,47056
2013.01.30,0:00,1663.3,1680.95,1662.6,1676.7,58768
2013.01.31,0:00,1676.05,1680.4,1657.8,1663.15,53670
2013.02.01,0:00,1664,1682,1660.1,1667.6,58664
2013.02.04,0:00,1668.15,1677.4,1661.65,1674.05,91408
2013.02.05,0:00,1674.35,1684.9,1669.85,1672.6,110872
2013.02.06,0:00,1672.76,1679.6,1668.15,1677.39,97852
2013.02.07,0:00,1677.3,1681.13,1663.15,1671.3,115318
2013.02.08,0:00,1671,1672.75,1665.05,1668.45,96558
2013.02.11,0:00,1666.49,1669.4,1643.62,1647.8,85194
2013.02.12,0:00,1648.05,1653.23,1639.05,1651,86890
2013.02.13,0:00,1651.85,1653.42,1641,1642.26,84890
2013.02.14,0:00,1642.2,1649.75,1632.7,1634.6,85344
2013.02.15,0:00,1633.9,1635.21,1604.85,1608.73,101118
2013.02.18,0:00,1609.47,1618.75,1607,1609.7,93664
2013.02.19,0:00,1609.53,1615,1600.65,1604.95,109332
2013.02.20,0:00,1604.5,1609.37,1562.07,1564.25,162794
2013.02.21,0:00,1565.3,1581.1,1554.86,1575.9,175130
2013.02.22,0:00,1577.1,1587.03,1569.85,1580.15,132048
2013.02.25,0:00,1580.05,1594.8,1576.65,1593.1,104206
2013.02.26,0:00,1592.85,1617.55,1589.48,1613.35,134876
2013.02.27,0:00,1613.45,1613.95,1593.52,1597.1,113654
2013.02.28,0:00,1596.8,1602.52,1574.9,1579.39,119388
2013.03.01,0:00,1579.15,1587.12,1564.75,1575.48,124182
2013.03.04,0:00,1578.73,1584.73,1570.3,1573.75,103486
2013.03.05,0:00,1574.65,1586.34,1571.95,1575.11,91832
2013.03.06,0:00,1575.1,1584.74,1567.2,1583.45,98858
2013.03.07,0:00,1584.19,1585.35,1574.8,1578.7,109896
2013.03.08,0:00,1577.8,1582.31,1561.35,1577.98,107976
2013.03.11,0:00,1578.39,1583.15,1575.34,1581.36,35113
2013.03.12,0:00,1581.3,1598.2,1579.82,1592.55,42385
2013.03.13,0:00,1592.7,1599.14,1585.41,1587.5,37968
2013.03.14,0:00,1587.95,1593.4,1576.5,1589.76,39548
2013.03.15,0:00,1590.1,1598.81,1588.36,1591.31,33774
2013.03.18,0:00,1598,1611.06,1590.75,1605.3,63889
2013.03.19,0:00,1604,1615.59,1599.93,1612.59,88494
2013.03.20,0:00,1612.34,1614.69,1600.09,1606.89,84109
2013.03.21,0:00,1606.54,1616.89,1604.35,1614.58,78823
2013.03.22,0:00,1614.53,1615.99,1603.44,1607.47,83342
2013.03.25,0:00,1608.57,1613.47,1589.51,1604.79,137459
2013.03.26,0:00,1604.47,1605.93,1594.46,1599.77,90490
2013.03.27,0:00,1598.32,1608.24,1591.27,1605.05,107041
2013.03.28,0:00,1604.94,1607.65,1593.83,1596.89,105096
2013.04.01,0:00,1597.31,1600.93,1594.66,1600.29,54981
2013.04.02,0:00,1600.2,1603.77,1573.77,1575.73,112090
2013.04.03,0:00,1576.14,1577.04,1549.77,1557.59,154603
2013.04.04,0:00,1557.74,1559.46,1539.99,1554.37,170181
2013.04.05,0:00,1554.03,1580.93,1549.24,1579.41,160732
2013.04.08,0:00,1581.63,1582.86,1567.25,1573.3,104828
2013.04.09,0:00,1572.59,1590.23,1570.29,1585.29,106415
2013.04.10,0:00,1584.74,1588.52,1555.64,1556.61,125961
2013.04.11,0:00,1558.19,1568.27,1553.27,1561.13,106639
2013.04.12,0:00,1559.94,1564.52,1482.73,1488.07,238075
2013.04.15,0:00,1479.24,1495.49,1335.12,1347.46,552616
2013.04.16,0:00,1356.13,1403.43,1321.53,1367.09,393124
2013.04.17,0:00,1369.43,1395.02,1364.88,1376.14,242004
2013.04.18,0:00,1375.93,1401.98,1336.09,1390.24,235739
2013.04.19,0:00,1394.19,1424.99,1385.7,1400.95,193824
2013.04.22,0:00,1407.39,1439.04,1403.74,1426.14,189570
2013.04.23,0:00,1425.63,1428.74,1404.79,1412.89,181326
2013.04.24,0:00,1412.93,1433.97,1412.14,1431.44,185507
2013.04.25,0:00,1430.64,1469.11,1426.96,1467.14,183669
2013.04.26,0:00,1467.23,1485.24,1447.99,1457.26,244506
2013.04.29,0:00,1464.63,1478.77,1462.14,1475.19,159882
2013.04.30,0:00,1475.89,1479.94,1460.83,1476.43,163176
2013.05.01,0:00,1475.14,1477.96,1440.29,1457.43,177421
2013.05.02,0:00,1456.54,1473.73,1448.69,1466.93,126940
2013.05.03,0:00,1466.29,1487.91,1456.07,1468.84,163428
2013.05.06,0:00,1469.74,1478.78,1464.42,1469.14,129647
2013.05.07,0:00,1469.44,1470.54,1441.24,1452.35,184097
2013.05.08,0:00,1451.99,1476.62,1447.55,1473.79,134752
2013.05.09,0:00,1473.24,1476.32,1453.29,1457.68,152473
2013.05.10,0:00,1457.04,1461.99,1419.59,1443.74,212972
2013.05.13,0:00,1447,1447,1425.79,1430.4,164176
2013.05.14,0:00,1442.49,1443.33,1421.14,1425.47,182579
2013.05.15,0:00,1425.29,1430.69,1388.69,1392.89,257850
2013.05.16,0:00,1393.72,1398.2,1371.65,1386.15,260634
2013.05.17,0:00,1386.39,1392.87,1355.16,1355.41,315980
2013.05.20,0:00,1359.44,1399.49,1338,1387.54,107488
2013.05.21,0:00,1388.81,1401.49,1359.6,1376.11,120680
2013.05.22,0:00,1374.69,1414,1354.37,1369.76,118535
2013.05.23,0:00,1368.7,1397.76,1356.6,1390.73,85057
2013.05.24,0:00,1391.01,1398.04,1382.27,1383.62,53920
2013.05.27,0:00,1388.11,1396.44,1384.21,1394.41,26336
2013.05.28,0:00,1393.81,1401.81,1373.63,1380.88,67674
2013.05.29,0:00,1381.09,1394.82,1379.8,1391.73,53337
2013.05.30,0:00,1390.86,1416.54,1388.59,1413.83,50593
2013.05.31,0:00,1413.2,1421.8,1403.04,1404.94,31073
2013.06.03,0:00,1389.22,1416.76,1388.64,1411.13,56560
2013.06.04,0:00,1411.47,1414.85,1393.35,1399.05,42929
2013.06.05,0:00,1399.12,1410.43,1395.67,1403.13,58605
2013.06.06,0:00,1401.72,1423.62,1391.58,1413.54,62536
2013.06.07,0:00,1413.34,1417.63,1377.69,1378.63,67273
2013.06.10,0:00,1382.9,1388.81,1375.69,1386.2,89352
2013.06.11,0:00,1386.39,1387.4,1365.6,1377.93,59040
2013.06.12,0:00,1377.73,1394.53,1373.04,1388.58,45321
2013.06.13,0:00,1387.83,1394.76,1374.32,1385.85,55402
2013.06.14,0:00,1385.43,1392.15,1378.39,1390.32,43416
2013.06.17,0:00,1390.41,1391.73,1380.48,1384.89,111407
2013.06.18,0:00,1384.59,1386,1360.99,1367.52,187206
2013.06.19,0:00,1368.17,1376.52,1348.96,1350.96,215556
2013.06.20,0:00,1350.69,1351.18,1276.12,1285.07,503793
2013.06.21,0:00,1279.13,1302.4,1269.49,1294.13,310791
2013.06.24,0:00,1295.74,1301.44,1276.09,1282.03,265715
2013.06.25,0:00,1282.44,1289.54,1271.64,1277.37,230778
2013.06.26,0:00,1277.5,1277.92,1221.74,1226.04,357286
2013.06.27,0:00,1225.71,1244.68,1196.69,1200.37,327183
2013.06.28,0:00,1201.5,1233.66,1180.19,1233.21,355953
2013.07.01,0:00,1234.48,1261.88,1225.04,1252.04,301709
2013.07.02,0:00,1253.49,1267.4,1239.54,1243.05,275744
2013.07.03,0:00,1243.09,1259.98,1236.84,1252.37,249869
2013.07.04,0:00,1252.54,1257.95,1244.79,1247.44,119133
2013.07.05,0:00,1248.39,1250.58,1208.14,1221.8,254009
2013.07.08,0:00,1223.52,1238.74,1215.66,1236.93,214270
2013.07.09,0:00,1236.74,1260.42,1233.51,1251.29,212595
2013.07.10,0:00,1250.59,1265.88,1243.96,1258.86,239397
2013.07.11,0:00,1265.09,1298.79,1264.58,1285.57,297124
2013.07.12,0:00,1286.23,1288.56,1267.74,1283.81,174544
2013.07.15,0:00,1284.83,1294.74,1273.75,1284.33,161866
2013.07.16,0:00,1282.68,1295.65,1277.09,1291.84,181158
2013.07.17,0:00,1290.64,1300.69,1270.19,1275.76,259075
2013.07.18,0:00,1275.24,1288.64,1274.04,1283.86,179627
2013.07.19,0:00,1284.18,1297.82,1282.27,1294.55,165384
2013.07.22,0:00,1297.21,1339.5,1295.91,1335.37,225745
2013.07.23,0:00,1334.83,1346.67,1326.64,1345.15,182801
2013.07.24,0:00,1346.89,1347.26,1313.09,1321.44,214138
2013.07.25,0:00,1321.58,1337.77,1308.87,1333.33,209643
2013.07.26,0:00,1333.38,1340.69,1312.32,1333.01,197783
2013.07.29,0:00,1332.9,1338.21,1322.85,1327.91,168451
2013.07.30,0:00,1326.88,1330.09,1317.38,1326.05,141617
2013.07.31,0:00,1327.03,1339.23,1305.69,1324.72,274888
2013.08.01,0:00,1323.48,1331.01,1307.67,1310.11,207651
2013.08.02,0:00,1307.84,1318.39,1283.1,1307.73,238239
2013.08.05,0:00,1311.94,1320.66,1297.45,1302.69,150970
2013.08.06,0:00,1303.14,1307,1279.25,1282.88,182887
2013.08.07,0:00,1281.42,1289.37,1272.85,1287.07,170607
2013.08.08,0:00,1287.11,1314.26,1282.89,1312.71,201980
2013.08.09,0:00,1312.64,1317.16,1304.9,1312.98,152275
2013.08.12,0:00,1315.14,1344.04,1314.74,1338.09,197428
2013.08.13,0:00,1336.54,1341.33,1318.61,1321.15,241360
2013.08.14,0:00,1321,1336.24,1315.83,1335.68,193423
2013.08.15,0:00,1336.32,1370.07,1318.81,1365.81,252305
2013.08.16,0:00,1365.83,1379.49,1357.66,1372.9,269420
2013.08.19,0:00,1374.61,1384.34,1362.39,1365.69,203259
2013.08.20,0:00,1365.45,1377.57,1352.25,1370.87,249489
2013.08.21,0:00,1368.56,1379.1,1359.81,1366.32,286185
2013.08.22,0:00,1367.01,1381.8,1355.03,1375.72,248380
2013.08.23,0:00,1376.81,1399.97,1368.58,1396.44,206864
2013.08.26,0:00,1397.61,1406.83,1389.4,1404.43,212335
2013.08.27,0:00,1404.45,1423.71,1395.64,1414.83,281457
2013.08.28,0:00,1416.68,1433.61,1413.26,1417.46,300695
2013.08.29,0:00,1417.63,1418.21,1402.38,1407.63,288305
2013.08.30,0:00,1406.47,1411.11,1392.1,1393.94,240653
2013.09.02,0:00,1393.09,1398.18,1373.7,1391.75,139134
2013.09.03,0:00,1391.12,1416.25,1384.37,1411.98,226419
2013.09.04,0:00,1411.25,1414.91,1384.59,1391.39,237893
2013.09.05,0:00,1391.05,1399.76,1365.05,1367.37,256902
2013.09.06,0:00,1366.52,1393,1358.46,1389.17,226458
2013.09.09,0:00,1390.85,1392.75,1381.95,1386.68,146699
2013.09.10,0:00,1386.74,1391.25,1357.7,1363.37,191671
2013.09.11,0:00,1363.62,1368.55,1356.6,1365.07,170414
2013.09.12,0:00,1366.1,1366.13,1320.55,1321.13,256694
2013.09.13,0:00,1322.79,1330.78,1304.77,1323.55,237634
2013.09.16,0:00,1333.4,1334.7,1302.82,1311.89,263262
2013.09.17,0:00,1312.7,1323.88,1306.15,1310.3,205738
2013.09.18,0:00,1306.48,1367.46,1291.54,1362.31,283737
2013.09.19,0:00,1366.14,1375.13,1358.54,1365.9,269904
2013.09.20,0:00,1365.09,1368.24,1324.97,1325.35,249479
2013.09.23,0:00,1327.17,1331.75,1313.51,1322.34,276498
2013.09.24,0:00,1322.05,1329.2,1305.67,1323.06,261414
2013.09.25,0:00,1322.9,1337.95,1316.53,1334.17,259206
2013.09.26,0:00,1332.6,1339.3,1318.73,1323.66,226795
2013.09.27,0:00,1323.62,1343.96,1319.72,1335.8,378695
2013.09.30,0:00,1341.96,1351.95,1322.62,1328.59,206659
2013.10.01,0:00,1327.35,1337.55,1282.31,1287.59,291201
2013.10.02,0:00,1288.19,1323.75,1277.8,1315.74,306298
2013.10.03,0:00,1316.11,1322.27,1301.9,1316.46,291107
2013.10.04,0:00,1317.1,1325.32,1305.65,1310.65,191755
2013.10.07,0:00,1311.52,1328.95,1308.44,1322.54,218016
2013.10.08,0:00,1323.25,1329.93,1315.55,1318.4,304961
2013.10.09,0:00,1318.77,1322.1,1295.57,1304.92,361606
2013.10.10,0:00,1306.93,1311.75,1294.6,1300.61,235061
2013.10.11,0:00,1286.78,1294.11,1260.84,1270.06,269953
2013.10.14,0:00,1277.13,1290.02,1268.59,1272.04,330864
2013.10.15,0:00,1273.05,1287.95,1251.54,1281.9,426511
2013.10.16,0:00,1282.41,1288.38,1269.14,1281.9,404920
2013.10.17,0:00,1282.58,1324.3,1274.37,1319.95,455525
2013.10.18,0:00,1319.25,1327.58,1311.61,1314.5,265195
2013.10.21,0:00,1316.07,1324.02,1312.75,1315.81,206019
2013.10.22,0:00,1315.65,1344.65,1310.03,1339.9,224903
2013.10.23,0:00,1339.88,1342.16,1329.11,1333.03,216460
2013.10.24,0:00,1331.16,1351.82,1330.21,1346.56,234075
2013.10.25,0:00,1347.14,1355.66,1336.49,1351.52,216513
2013.10.28,0:00,1353.17,1361.7,1346.28,1352.15,189179
2013.10.29,0:00,1352.85,1360.35,1340.06,1344.49,202634
2013.10.30,0:00,1344.51,1359.45,1334.55,1344.27,292900
2013.10.31,0:00,1341.64,1343.05,1319,1322.77,267810
2013.11.01,0:00,1322.89,1327.34,1305.98,1315.45,247720
2013.11.04,0:00,1315.03,1322.47,1311.04,1314.48,165061
2013.11.05,0:00,1313.85,1319.93,1305.75,1311.47,187000
2013.11.06,0:00,1311.87,1321.98,1309.07,1317.62,175873
2013.11.07,0:00,1317.43,1326.33,1296.78,1307.36,258077
2013.11.08,0:00,1307.7,1313.75,1281,1287.75,221055
2013.11.11,0:00,1288.16,1288.8,1279.05,1282.55,153489
2013.11.12,0:00,1281.8,1285.26,1261.28,1267.71,231411
2013.11.13,0:00,1267.73,1283.88,1265.79,1281.42,218278
2013.11.14,0:00,1281.4,1294.25,1278.03,1286.86,252669
2013.11.15,0:00,1287.48,1291.12,1280.28,1287.94,163209
2013.11.18,0:00,1289.43,1289.52,1269.93,1275.06,185033
2013.11.19,0:00,1275.68,1278.8,1269.07,1275.29,194236
2013.11.20,0:00,1274.1,1276.28,1240.95,1243.87,279983
2013.11.21,0:00,1243.11,1250.31,1236.67,1242.69,233223
2013.11.22,0:00,1243.9,1248.84,1241.05,1243.05,160078
2013.11.25,0:00,1243.23,1253.71,1226.34,1251.27,219725
2013.11.26,0:00,1250.12,1258.04,1239.58,1242.55,152263
2013.11.27,0:00,1241.81,1254.78,1236.24,1237.63,151057
2013.11.28,0:00,1238.48,1245.13,1234.18,1244.65,71796
2013.11.29,0:00,1244.23,1254.65,1240.6,1251.21,103677
2013.12.02,0:00,1250.03,1250.2,1217.75,1219.55,210150
2013.12.03,0:00,1220.41,1226.15,1215.13,1223.11,149361
2013.12.04,0:00,1223.7,1251.69,1211.67,1243.25,245443
2013.12.05,0:00,1242.94,1243.07,1216.97,1224.83,257952
2013.12.06,0:00,1225.26,1244.35,1211.44,1228.68,245332
2013.12.09,0:00,1231.16,1243.05,1225.19,1240.05,163164
2013.12.10,0:00,1239.76,1267.75,1237.85,1261.69,211054
2013.12.11,0:00,1261.37,1263.27,1251.05,1251.96,208337
2013.12.12,0:00,1252.47,1256.88,1223.82,1225.2,246122
2013.12.13,0:00,1225.08,1238.55,1220.45,1237.36,201950
2013.12.16,0:00,1237.85,1251.92,1227.73,1240.95,161377
2013.12.17,0:00,1240.27,1247.99,1227.15,1230.65,231017
2013.12.18,0:00,1231.05,1244.53,1215.97,1217.99,253601
2013.12.19,0:00,1217.46,1226.42,1187.13,1188.4,326587
2013.12.20,0:00,1189.5,1207.46,1188.75,1201.96,216217
2013.12.23,0:00,1203.44,1206.15,1192.64,1198.25,149359
2013.12.24,0:00,1198.44,1202.72,1196.08,1201.7,56952
2013.12.26,0:00,1201.8,1215.78,1201.8,1210.3,64925
2013.12.27,0:00,1211.53,1219.04,1208.86,1214.05,134062
2013.12.30,0:00,1213.96,1216.1,1194.69,1196.31,172342
2013.12.31,0:00,1197.89,1214.63,1182.33,1209.39,161153
2014.01.02,0:00,1209.52,1230.75,1209.52,1224.18,175228
2014.01.03,0:00,1222.31,1240.12,1222.31,1236.91,206274
2014.01.06,0:00,1237.14,1248.29,1214.84,1237.71,231318
2014.01.07,0:00,1238.08,1245.2,1224.86,1231.81,216170
2014.01.08,0:00,1231.46,1232.32,1218.35,1225.64,239053
2014.01.09,0:00,1226.33,1231.39,1223.42,1227.66,158611
2014.01.10,0:00,1227.98,1248.88,1227.03,1247.11,187635
2014.01.13,0:00,1247.68,1254.95,1243.6,1252.71,152401
2014.01.14,0:00,1252.93,1255.21,1241.6,1244.88,158891
2014.01.15,0:00,1244.68,1244.9,1234.09,1241.61,156818
2014.01.16,0:00,1241.92,1245.15,1236.28,1241.96,133299
2014.01.17,0:00,1241.93,1254.8,1237.67,1253.95,144731
2014.01.20,0:00,1252.48,1261.97,1252.47,1254.61,64075
2014.01.21,0:00,1254.54,1255.65,1235.55,1241.16,159063
2014.01.22,0:00,1240.75,1243.49,1235.88,1236.8,109833
2014.01.23,0:00,1235.55,1265.38,1231.44,1263.8,188870
2014.01.24,0:00,1263.56,1272.45,1256.84,1268.51,190356
2014.01.27,0:00,1268.75,1279.1,1251.92,1256.55,199176
2014.01.28,0:00,1255.31,1261.59,1246.55,1256.69,144109
2014.01.29,0:00,1253.67,1270.05,1248.67,1267.05,180822
2014.01.30,0:00,1267.35,1267.67,1237.93,1243.48,187079
2014.01.31,0:00,1244,1254.85,1238.41,1245.05,158525
2014.02.03,0:00,1242.55,1266.18,1240.74,1257.14,175879
2014.02.04,0:00,1257.17,1260.85,1247.2,1254.29,154920
2014.02.05,0:00,1254.38,1274.25,1251.95,1257.7,178189
2014.02.06,0:00,1256.19,1266.91,1252.71,1257.86,153697
2014.02.07,0:00,1257.48,1271.38,1253.94,1267.12,178163
2014.02.10,0:00,1264.9,1277.79,1264.9,1274.33,131922
2014.02.11,0:00,1274.31,1293.75,1273.61,1291.02,193782
2014.02.12,0:00,1289.92,1296.18,1283.84,1290.82,169419
2014.02.13,0:00,1290.37,1302.8,1286.15,1302.57,162545
2014.02.14,0:00,1301.4,1321.09,1299.77,1318.72,177120
2014.02.17,0:00,1318.96,1329.71,1318.96,1328.59,100886
2014.02.18,0:00,1329.99,1331.97,1312.38,1321.78,176831
2014.02.19,0:00,1321.88,1322.77,1308.8,1311.2,167163
2014.02.20,0:00,1311.45,1324.95,1307.26,1322.64,179459
2014.02.21,0:00,1322.55,1328.44,1315.92,1323.38,139072
2014.02.24,0:00,1324.75,1338.84,1318.66,1336.62,172850
2014.02.25,0:00,1335.87,1343.51,1331.1,1340.25,142052
2014.02.26,0:00,1340.24,1345.28,1322.14,1330.31,194654
2014.02.27,0:00,1329.33,1336.1,1323.77,1331.01,174105
2014.02.28,0:00,1329.7,1333.19,1319.55,1323.66,180989
2014.03.03,0:00,1333.62,1354.62,1330.51,1350.31,198071
2014.03.04,0:00,1349.38,1352.43,1331.14,1334.14,202434
2014.03.05,0:00,1334.23,1341.67,1332.54,1336.49,153569
2014.03.06,0:00,1336.58,1353.5,1331.06,1350.39,153160
2014.03.07,0:00,1350.11,1352.84,1327.42,1338.89,181813
2014.03.10,0:00,1339.99,1344.6,1327.99,1339.35,164733
2014.03.11,0:00,1338.9,1352.5,1337.57,1348.66,151375
2014.03.12,0:00,1348.52,1370.75,1345.33,1366.39,197446
2014.03.13,0:00,1366.98,1374.93,1364.38,1369.97,183290
2014.03.14,0:00,1369.93,1387.87,1367.75,1381.16,178697
2014.03.17,0:00,1382.54,1391.97,1361.8,1366.8,171292
2014.03.18,0:00,1366.95,1367.44,1350.62,1355.34,185502
2014.03.19,0:00,1355.53,1359.62,1327.53,1329.32,224116
2014.03.20,0:00,1330.98,1334.52,1320.4,1327.72,202585
2014.03.21,0:00,1328.53,1342.3,1327.83,1333.11,143611
2014.03.24,0:00,1332.56,1334.8,1307.8,1308.47,168408
2014.03.25,0:00,1308.66,1317.23,1305.15,1310.85,157558
2014.03.26,0:00,1311.08,1316.27,1298.54,1304.12,170424
2014.03.27,0:00,1304.61,1306.7,1288.98,1290.91,156836
2014.03.28,0:00,1290.83,1298.65,1285.56,1292.59,140865
2014.03.31,0:00,1293.38,1298.45,1282.27,1283.65,143042
2014.04.01,0:00,1284.13,1287.89,1277,1278.47,141300
2014.04.02,0:00,1279.22,1294.39,1278.47,1289.61,146069
2014.04.03,0:00,1289.73,1293.79,1281.46,1286.39,123975
2014.04.04,0:00,1286.34,1306.64,1284.11,1303.21,138135
2014.04.07,0:00,1302.88,1304.02,1295.52,1296.84,93590
2014.04.08,0:00,1296.53,1314.28,1296.53,1308.31,126894
2014.04.09,0:00,1308.13,1314.99,1300.79,1311.51,140158
2014.04.10,0:00,1311.9,1324.38,1310.69,1318.58,151353
2014.04.11,0:00,1317.36,1323.76,1314.01,1317.55,122761
2014.04.14,0:00,1320.84,1331.08,1318.64,1327.63,127576
2014.04.15,0:00,1326.6,1328.13,1281.67,1302.33,200494
2014.04.16,0:00,1302.57,1306.97,1293.37,1302.25,157185
2014.04.17,0:00,1302.05,1304.05,1293.04,1294.97,103088
2014.04.21,0:00,1294.53,1301.87,1281.82,1289.59,134455
2014.04.22,0:00,1289.85,1292.79,1276.1,1283.6,118848
2014.04.23,0:00,1283.63,1288.91,1280.79,1283.62,109586
2014.04.24,0:00,1283.63,1298.58,1268.4,1292.97,174769
2014.04.25,0:00,1293.38,1304.96,1290.26,1302.08,123794
2014.04.28,0:00,1302.58,1306.36,1291.89,1296.39,118159
2014.04.29,0:00,1295.68,1301.27,1286.15,1295.55,124427
2014.04.30,0:00,1295.33,1298.08,1284.4,1291.12,163248
2014.05.01,0:00,1290.98,1292.77,1277.22,1284.01,132685
2014.05.02,0:00,1284.33,1304.63,1273,1298.2,156207
2014.05.05,0:00,1301.47,1315.5,1299.14,1309.8,112640
2014.05.06,0:00,1309.63,1313.99,1304.21,1307.73,103212
2014.05.07,0:00,1307.58,1314.41,1286.45,1289.64,161726
2014.05.08,0:00,1289.69,1295.25,1284.89,1289.1,152627
2014.05.09,0:00,1289.33,1294.28,1285.39,1288.67,122153
2014.05.12,0:00,1289.16,1303.74,1276.97,1295.66,144231
2014.05.13,0:00,1295.53,1298.72,1288.94,1293.25,157009
2014.05.14,0:00,1293.84,1308.91,1291.42,1305.7,151012
2014.05.15,0:00,1305.17,1307.07,1290.79,1295.93,187349
2014.05.16,0:00,1296.28,1298.14,1287.66,1293.06,136747
2014.05.19,0:00,1290.72,1305.29,1289.41,1292.7,134309
2014.05.20,0:00,1292.22,1296.8,1285.07,1293.94,151204
2014.05.21,0:00,1293.83,1296.19,1283.2,1291.76,161867
2014.05.22,0:00,1291.75,1303.61,1289.94,1293.81,137759
2014.05.23,0:00,1293.77,1295.41,1286.51,1292.69,109141
2014.05.26,0:00,1293.28,1294.03,1290.73,1292.52,36630
2014.05.27,0:00,1292.23,1293.25,1264.2,1264.48,168674
2014.05.28,0:00,1263.83,1267.06,1255.84,1257.81,114687
2014.05.29,0:00,1258.27,1260.31,1251.26,1255.28,125862
2014.05.30,0:00,1255.44,1260.29,1242.13,1250.61,131225
2014.06.02,0:00,1249.42,1250.66,1240.89,1243.54,99252
2014.06.03,0:00,1243.43,1247.58,1240.23,1244.75,106686
2014.06.04,0:00,1244.96,1248.9,1242.75,1243.63,88466
2014.06.05,0:00,1243.45,1257.54,1240.92,1253.36,126965
2014.06.06,0:00,1253.35,1257.63,1245.71,1252.71,114132
2014.06.09,0:00,1252.32,1256.99,1251.43,1252.02,64411
2014.06.10,0:00,1251.81,1263.43,1250.19,1259.6,72360
2014.06.11,0:00,1259.5,1265.18,1257.35,1260.73,82861
2014.06.12,0:00,1260.88,1274.75,1259.75,1273.05,123056
2014.06.13,0:00,1272.82,1277.77,1270.61,1276.73,99778
2014.06.16,0:00,1277.37,1284.51,1270.43,1271.8,109471
2014.06.17,0:00,1271.25,1273.13,1258.4,1270.3,103443
2014.06.18,0:00,1271.81,1278.4,1266.22,1277.34,99482
2014.06.19,0:00,1277.73,1321.37,1275.87,1320.05,176014
2014.06.20,0:00,1319,1321.91,1306.31,1313.97,149950
2014.06.23,0:00,1313.97,1318.38,1309.83,1317.16,94942
2014.06.24,0:00,1317.27,1325.82,1313.79,1318.02,131708
2014.06.25,0:00,1317.97,1324.71,1305.15,1318.89,135679
2014.06.26,0:00,1317.54,1319.71,1306.11,1315.84,151406
2014.06.27,0:00,1316.17,1322.2,1312.56,1315.89,118789
2014.06.30,0:00,1315.72,1329.31,1310.2,1327.29,52324
2014.07.01,0:00,1326.22,1333.38,1323.64,1326.09,48214
2014.07.02,0:00,1326.23,1331.84,1321.13,1326.6,43609
2014.07.03,0:00,1327.17,1327.38,1308.68,1319.18,55824
2014.07.04,0:00,1320.18,1323.02,1318.6,1320.55,15914
