Date,Time,Open,High,Low,Close,Volume,
2013.03.18,0:00,1.29076,1.29948,1.28809,1.29568,211311,
2013.03.19,0:00,1.29574,1.29688,1.28424,1.28658,221172,
2013.03.20,0:00,1.28657,1.29773,1.28556,1.29432,196157,
2013.03.21,0:00,1.29432,1.2954,1.28787,1.28938,205799,
2013.03.22,0:00,1.28938,1.3009,1.28871,1.29945,172768,
2013.03.25,0:00,1.29609,1.30472,1.28337,1.2847,217925,
2013.03.26,0:00,1.28471,1.28889,1.28268,1.28551,172886,
2013.03.27,0:00,1.28551,1.28659,1.27497,1.27769,163522,
2013.03.28,0:00,1.27771,1.28434,1.27542,1.28135,154232,
2013.03.29,0:00,1.28139,1.28332,1.27919,1.2819,46659,
2013.04.01,0:00,1.28018,1.28558,1.27702,1.28525,49664,
2013.04.02,0:00,1.28461,1.28766,1.2808,1.28211,129365,
2013.04.03,0:00,1.28216,1.28633,1.27888,1.28421,140265,
2013.04.04,0:00,1.28422,1.29479,1.27438,1.29321,228685,
2013.04.05,0:00,1.29325,1.30387,1.28995,1.29995,195508,
2013.04.08,0:00,1.29923,1.30368,1.29673,1.30169,141642,
2013.04.09,0:00,1.30176,1.31019,1.30039,1.30793,179353,
2013.04.10,0:00,1.30792,1.31208,1.30514,1.30701,142981,
2013.04.11,0:00,1.30656,1.31365,1.30427,1.31053,129367,
2013.04.12,0:00,1.31053,1.31252,1.30356,1.31102,146208,
2013.04.15,0:00,1.31022,1.31091,1.30205,1.30458,211515,
2013.04.16,0:00,1.30456,1.32005,1.30269,1.31775,208349,
2013.04.17,0:00,1.31779,1.31986,1.30001,1.30344,227427,
2013.04.18,0:00,1.3035,1.30952,1.30198,1.30486,214759,
2013.04.19,0:00,1.30488,1.31278,1.30468,1.30474,174982,
2013.04.22,0:00,1.30674,1.30829,1.30139,1.30606,151740,
2013.04.23,0:00,1.3061,1.30831,1.29718,1.29995,168815,
2013.04.24,0:00,1.29999,1.30331,1.29531,1.30104,164914,
2013.04.25,0:00,1.30105,1.30924,1.29951,1.30081,157713,
2013.04.26,0:00,1.30083,1.30466,1.29896,1.30247,171407,
2013.04.29,0:00,1.30545,1.31154,1.30305,1.30919,132704,
2013.04.30,0:00,1.3092,1.31849,1.30526,1.31659,169266,
2013.05.01,0:00,1.31658,1.32418,1.31594,1.31833,138914,
2013.05.02,0:00,1.31831,1.32177,1.30519,1.30612,187581,
2013.05.03,0:00,1.30619,1.31586,1.30321,1.31144,181840,
2013.05.06,0:00,1.31166,1.31399,1.30524,1.30723,102302,
2013.05.07,0:00,1.30726,1.31309,1.30667,1.30775,144932,
2013.05.08,0:00,1.30772,1.31933,1.30703,1.3159,130507,
2013.05.09,0:00,1.31588,1.3176,1.3009,1.30432,172097,
2013.05.10,0:00,1.30434,1.305,1.29342,1.29833,219811,
2013.05.13,0:00,1.29759,1.29986,1.29403,1.29723,176925,
2013.05.14,0:00,1.30168,1.30282,1.29116,1.29305,182021,
2013.05.15,0:00,1.29308,1.29416,1.28423,1.28793,195407,
2013.05.16,0:00,1.28793,1.29287,1.28454,1.28825,185678,
2013.05.17,0:00,1.28828,1.28886,1.27953,1.28327,179109,
2013.05.20,0:00,1.28443,1.28773,1.28183,1.28662,129468,
2013.05.21,0:00,1.28886,1.29324,1.284,1.29042,142185,
2013.05.22,0:00,1.29043,1.29971,1.28324,1.28515,263043,
2013.05.23,0:00,1.28515,1.29558,1.28204,1.29316,262921,
2013.05.24,0:00,1.29316,1.29924,1.29032,1.29277,190971,
2013.05.27,0:00,1.29356,1.29476,1.29142,1.29323,73847,
2013.05.28,0:00,1.29323,1.29487,1.28483,1.28511,185588,
2013.05.29,0:00,1.28513,1.29766,1.28367,1.2921,204354,
2013.05.30,0:00,1.29402,1.30559,1.29323,1.30429,189340,
2013.05.31,0:00,1.3043,1.30586,1.29672,1.29896,135913,
2013.06.03,0:00,1.29912,1.31068,1.29544,1.3069,225028,
2013.06.04,0:00,1.30689,1.31005,1.3041,1.30808,200981,
2013.06.05,0:00,1.30808,1.31151,1.30519,1.30912,234980,
2013.06.06,0:00,1.30914,1.3305,1.3074,1.32375,316205,
2013.06.07,0:00,1.32375,1.32836,1.31904,1.32186,316837,
2013.06.10,0:00,1.32027,1.32681,1.31764,1.3255,205048,
2013.06.11,0:00,1.3255,1.33164,1.3231,1.33118,267101,
2013.06.12,0:00,1.3312,1.33584,1.32643,1.33368,215255,
2013.06.13,0:00,1.33368,1.33892,1.32776,1.33721,254718,
2013.06.14,0:00,1.33721,1.33722,1.32936,1.33448,182075,
2013.06.17,0:00,1.33466,1.33803,1.33174,1.33608,132095,
2013.06.18,0:00,1.33607,1.34142,1.33248,1.33926,178645,
2013.06.19,0:00,1.33926,1.34156,1.32609,1.32947,202451,
2013.06.20,0:00,1.32946,1.33002,1.31602,1.32251,288716,
2013.06.21,0:00,1.32251,1.32531,1.30975,1.3117,215579,
2013.06.24,0:00,1.31032,1.31428,1.30579,1.31222,221886,
2013.06.25,0:00,1.31224,1.31497,1.30638,1.30808,200155,
2013.06.26,0:00,1.3081,1.3086,1.29838,1.30058,199319,
2013.06.27,0:00,1.30058,1.30561,1.29992,1.30351,166058,
2013.06.28,0:00,1.30353,1.31022,1.29901,1.3011,177401,
2013.07.01,0:00,1.30123,1.30699,1.30042,1.30605,134669,
2013.07.02,0:00,1.30605,1.30772,1.29623,1.29806,157346,
2013.07.03,0:00,1.29807,1.30317,1.29221,1.30074,169517,
2013.07.04,0:00,1.30074,1.30221,1.2882,1.29105,153198,
2013.07.05,0:00,1.29105,1.29158,1.28049,1.28304,177994,
2013.07.08,0:00,1.28193,1.28808,1.28105,1.28668,120340,
2013.07.09,0:00,1.2867,1.2897,1.27541,1.27854,170620,
2013.07.10,0:00,1.27854,1.30231,1.27638,1.30217,224959,
2013.07.11,0:00,1.30216,1.32051,1.30046,1.30946,322130,
2013.07.12,0:00,1.30945,1.30988,1.2998,1.30644,168113,
2013.07.15,0:00,1.30664,1.30779,1.29923,1.30647,151077,
2013.07.16,0:00,1.30646,1.31735,1.30475,1.31519,190275,
2013.07.17,0:00,1.31519,1.31772,1.3082,1.31217,212395,
2013.07.18,0:00,1.31217,1.31245,1.30652,1.31106,153299,
2013.07.19,0:00,1.31106,1.31534,1.30881,1.31417,145306,
2013.07.22,0:00,1.31348,1.32172,1.31344,1.31829,132190,
2013.07.23,0:00,1.31829,1.32378,1.31624,1.32219,138289,
2013.07.24,0:00,1.32219,1.32552,1.31755,1.3196,184137,
2013.07.25,0:00,1.31961,1.32948,1.31646,1.32745,185421,
2013.07.26,0:00,1.32744,1.32959,1.32515,1.32751,145212,
2013.07.29,0:00,1.3279,1.32941,1.32382,1.32609,132216,
2013.07.30,0:00,1.3261,1.33011,1.32333,1.32617,142005,
2013.07.31,0:00,1.32617,1.33436,1.32081,1.32953,219068,
2013.08.01,0:00,1.32955,1.331,1.31917,1.32082,180153,
2013.08.02,0:00,1.32082,1.3293,1.31867,1.32801,172855,
2013.08.05,0:00,1.32798,1.32993,1.32316,1.32603,125604,
2013.08.06,0:00,1.32603,1.33221,1.3245,1.33064,128201,
2013.08.07,0:00,1.33066,1.33446,1.32647,1.33356,156348,
2013.08.08,0:00,1.33356,1.33997,1.33269,1.33802,147220,
2013.08.09,0:00,1.33804,1.33893,1.33315,1.33403,102901,
2013.08.12,0:00,1.33356,1.3343,1.32762,1.32979,106377,
2013.08.13,0:00,1.32979,1.33163,1.32324,1.32593,149972,
2013.08.14,0:00,1.32593,1.32796,1.32379,1.32564,121620,
2013.08.15,0:00,1.32568,1.33615,1.32043,1.33496,160179,
2013.08.16,0:00,1.33496,1.33792,1.33099,1.33328,128576,
2013.08.19,0:00,1.33338,1.33738,1.33142,1.33346,111214,
2013.08.20,0:00,1.33344,1.34509,1.33222,1.34164,152541,
2013.08.21,0:00,1.34163,1.34259,1.33341,1.3357,151957,
2013.08.22,0:00,1.33572,1.33721,1.32971,1.33552,144777,
2013.08.23,0:00,1.33552,1.34086,1.33322,1.33786,110958,
2013.08.26,0:00,1.33805,1.3393,1.33554,1.33691,76288,
2013.08.27,0:00,1.3369,1.33978,1.3321,1.33888,137802,
2013.08.28,0:00,1.33889,1.33967,1.3304,1.33391,138953,
2013.08.29,0:00,1.33391,1.3342,1.32181,1.32363,148744,
2013.08.30,0:00,1.32364,1.32538,1.31721,1.32149,127866,
2013.09.02,0:00,1.32115,1.32262,1.31827,1.31944,89007,
2013.09.03,0:00,1.31941,1.31958,1.31373,1.31653,117309,
2013.09.04,0:00,1.31659,1.32168,1.31558,1.32019,107154,
2013.09.05,0:00,1.32022,1.32221,1.31093,1.31167,152002,
2013.09.06,0:00,1.31167,1.31886,1.31037,1.31755,129372,
2013.09.09,0:00,1.31721,1.32797,1.31642,1.32523,106156,
2013.09.10,0:00,1.32522,1.32749,1.3229,1.32647,112133,
2013.09.11,0:00,1.32647,1.33236,1.32428,1.33101,122047,
2013.09.12,0:00,1.33102,1.33237,1.32552,1.32987,125410,
2013.09.13,0:00,1.32987,1.33208,1.32554,1.32953,101248,
2013.09.16,0:00,1.33625,1.33845,1.3329,1.33342,106681,
2013.09.17,0:00,1.33343,1.33684,1.33241,1.33574,85448,
2013.09.18,0:00,1.33556,1.35408,1.3337,1.35074,126382,
2013.09.19,0:00,1.35073,1.35676,1.34998,1.35279,155962,
2013.09.20,0:00,1.35277,1.3548,1.34967,1.35219,111895,
2013.09.23,0:00,1.35312,1.35436,1.34784,1.34922,108215,
2013.09.24,0:00,1.34918,1.35177,1.34635,1.34693,108531,
2013.09.25,0:00,1.34693,1.35363,1.34606,1.35209,90456,
2013.09.26,0:00,1.35209,1.35252,1.34711,1.34863,91833,
2013.09.27,0:00,1.34861,1.35635,1.34732,1.35215,95229,
2013.09.30,0:00,1.34798,1.35552,1.34765,1.35212,100415,
2013.10.01,0:00,1.35212,1.35869,1.35157,1.35234,117189,
2013.10.02,0:00,1.35234,1.36064,1.35035,1.35805,121369,
2013.10.03,0:00,1.35805,1.36453,1.35764,1.36207,118451,
2013.10.04,0:00,1.36209,1.36308,1.35398,1.35462,95014,
2013.10.07,0:00,1.35618,1.359,1.35415,1.35753,94816,
2013.10.08,0:00,1.35754,1.36061,1.35564,1.35723,100554,
2013.10.09,0:00,1.35719,1.36035,1.34846,1.35222,134394,
2013.10.10,0:00,1.35222,1.35458,1.34864,1.35393,87725,
2013.10.11,0:00,1.35216,1.35806,1.35183,1.35412,88517,
2013.10.14,0:00,1.35552,1.35967,1.35443,1.35581,74990,
2013.10.15,0:00,1.35581,1.35699,1.34783,1.35238,138773,
2013.10.16,0:00,1.35238,1.35666,1.34717,1.35328,143843,
2013.10.17,0:00,1.35328,1.36808,1.35146,1.36713,161799,
2013.10.18,0:00,1.36713,1.37029,1.36582,1.36829,107212,
2013.10.21,0:00,1.3682,1.36876,1.36501,1.36761,82496,
2013.10.22,0:00,1.3676,1.37913,1.36611,1.37774,118900,
2013.10.23,0:00,1.37772,1.37919,1.37403,1.37742,126276,
2013.10.24,0:00,1.37741,1.38241,1.37634,1.37982,133004,
2013.10.25,0:00,1.37984,1.38314,1.37733,1.38023,121707,
2013.10.28,0:00,1.38074,1.38167,1.3774,1.37853,91150,
2013.10.29,0:00,1.3785,1.38123,1.37353,1.37451,126277,1.38337
2013.10.30,0:00,1.37451,1.37842,1.36945,1.3736,150551,
2013.10.31,0:00,1.37358,1.37376,1.35742,1.35874,164616,
2013.11.01,0:00,1.35874,1.35884,1.34789,1.34885,144180,
2013.11.04,0:00,1.34847,1.35233,1.34407,1.35127,103286,
2013.11.05,0:00,1.35128,1.35212,1.34479,1.34736,125302,
2013.11.06,0:00,1.34738,1.35466,1.34666,1.35129,119443,
2013.11.07,0:00,1.35129,1.3528,1.32939,1.34181,208229,
2013.11.08,0:00,1.34179,1.34368,1.33166,1.33659,169088,
2013.11.11,0:00,1.33513,1.34151,1.33436,1.34049,91773,
2013.11.12,0:00,1.3405,1.34552,1.33582,1.3434,149906,
2013.11.13,0:00,1.3434,1.34943,1.33891,1.34855,150438,
2013.11.14,0:00,1.34855,1.34964,1.34172,1.34562,153060,
2013.11.15,0:00,1.34567,1.35044,1.3431,1.34949,105938,
2013.11.18,0:00,1.34946,1.35407,1.34733,1.35046,109788,
2013.11.19,0:00,1.35046,1.35462,1.34866,1.3537,134364,
2013.11.20,0:00,1.35371,1.35788,1.34142,1.34396,167882,
2013.11.21,0:00,1.34395,1.34854,1.33984,1.34799,155057,
2013.11.22,0:00,1.34802,1.35524,1.34612,1.35485,109695,
2013.11.25,0:00,1.35474,1.35589,1.3489,1.35155,103662,
2013.11.26,0:00,1.35155,1.35738,1.35137,1.3571,119363,
2013.11.27,0:00,1.3571,1.36119,1.35566,1.35782,128225,
2013.11.28,0:00,1.35781,1.36176,1.35626,1.3604,81115,
2013.11.29,0:00,1.3604,1.36205,1.35788,1.35814,107111,
2013.12.02,0:00,1.35834,1.36147,1.35249,1.35404,126136,
2013.12.03,0:00,1.35405,1.36128,1.35232,1.35883,106685,
2013.12.04,0:00,1.35883,1.36042,1.35272,1.3592,151756,
2013.12.05,0:00,1.35921,1.36762,1.3542,1.36656,186991,
2013.12.06,0:00,1.36656,1.37052,1.3618,1.36986,140152,
2013.12.09,0:00,1.3712,1.37438,1.36931,1.37383,88928,
2013.12.10,0:00,1.37382,1.37938,1.37328,1.37597,109713,
2013.12.11,0:00,1.37599,1.38096,1.37392,1.3785,115840,
2013.12.12,0:00,1.3785,1.38021,1.37363,1.37519,135206,
2013.12.13,0:00,1.37518,1.37681,1.37081,1.37347,116750,
2013.12.16,0:00,1.3729,1.37977,1.37275,1.376,86985,
2013.12.17,0:00,1.376,1.37813,1.3722,1.37666,111423,
2013.12.18,0:00,1.37664,1.38107,1.36733,1.36853,167552,
2013.12.19,0:00,1.36852,1.36928,1.36483,1.36613,138463,
2013.12.20,0:00,1.36612,1.37082,1.36239,1.36759,133241,
2013.12.23,0:00,1.36706,1.37158,1.36657,1.36948,77382,
2013.12.24,0:00,1.36951,1.37129,1.36538,1.36745,47831,
2013.12.26,0:00,1.36846,1.37009,1.36787,1.36894,35455,
2013.12.27,0:00,1.36894,1.38924,1.36859,1.37377,134248,
2013.12.30,0:00,1.37539,1.3818,1.37271,1.3801,93730,
2013.12.31,0:00,1.38009,1.38114,1.37587,1.37775,57993,
2014.01.02,0:00,1.37495,1.37526,1.36284,1.36699,148937,
2014.01.03,0:00,1.36698,1.36712,1.35812,1.35892,120895,
2014.01.06,0:00,1.35922,1.36521,1.35702,1.36264,123273,
2014.01.07,0:00,1.36262,1.36553,1.35953,1.36142,123711,
2014.01.08,0:00,1.36144,1.3634,1.35523,1.35741,143317,
2014.01.09,0:00,1.35735,1.36321,1.35469,1.36055,150154,
2014.01.10,0:00,1.36054,1.36863,1.35684,1.3662,142340,
2014.01.13,0:00,1.36755,1.36837,1.36363,1.36699,107480,
2014.01.14,0:00,1.367,1.36983,1.3648,1.36776,111309,
2014.01.15,0:00,1.36777,1.36796,1.35802,1.36038,111102,
2014.01.16,0:00,1.36038,1.36486,1.35821,1.36184,117574,
2014.01.17,0:00,1.36183,1.36199,1.35158,1.35306,105042,
2014.01.20,0:00,1.3534,1.35667,1.35065,1.35507,70837,
2014.01.21,0:00,1.35507,1.3568,1.35152,1.356,110239,
2014.01.22,0:00,1.356,1.35828,1.35336,1.35453,102831,
2014.01.23,0:00,1.35457,1.36972,1.35292,1.36946,167170,
2014.01.24,0:00,1.36943,1.37383,1.36616,1.36738,161590,
2014.01.27,0:00,1.36765,1.37155,1.36521,1.36721,128823,
2014.01.28,0:00,1.36721,1.36872,1.3628,1.36686,108806,
2014.01.29,0:00,1.36696,1.36837,1.36019,1.36623,166793,
2014.01.30,0:00,1.36622,1.36643,1.35422,1.35536,145121,
2014.01.31,0:00,1.35536,1.35724,1.34781,1.34868,165649,
2014.02.03,0:00,1.34803,1.35344,1.3476,1.35235,138728,
2014.02.04,0:00,1.35265,1.35378,1.34922,1.35169,113914,
2014.02.05,0:00,1.35168,1.35545,1.34977,1.35318,113673,
2014.02.06,0:00,1.35318,1.36179,1.34809,1.35886,130548,
2014.02.07,0:00,1.35888,1.36394,1.35511,1.36333,109098,
2014.02.10,0:00,1.36147,1.36506,1.36147,1.36428,68407,
2014.02.11,0:00,1.36421,1.36822,1.36283,1.36369,105829,
2014.02.12,0:00,1.36367,1.36515,1.35611,1.35918,113185,
2014.02.13,0:00,1.35918,1.36911,1.35837,1.3678,120797,
2014.02.14,0:00,1.36782,1.37138,1.36726,1.3693,97273,
2014.02.17,0:00,1.37076,1.37232,1.36909,1.3704,64789,
2014.02.18,0:00,1.3704,1.37693,1.36935,1.37566,97533,
2014.02.19,0:00,1.37566,1.37722,1.37232,1.37314,84849,
2014.02.20,0:00,1.37317,1.37614,1.36845,1.37172,110518,
2014.02.21,0:00,1.37171,1.37576,1.37009,1.37374,91161,
2014.02.24,0:00,1.37319,1.37704,1.37073,1.37334,88514,
2014.02.25,0:00,1.37334,1.3766,1.37143,1.37433,100432,
2014.02.26,0:00,1.37433,1.37562,1.36605,1.36852,116847,
2014.02.27,0:00,1.36852,1.37256,1.3642,1.37088,114348,
2014.02.28,0:00,1.37087,1.38237,1.36931,1.38054,144989,
2014.03.03,0:00,1.37575,1.37916,1.37251,1.37333,112151,
2014.03.04,0:00,1.37334,1.37805,1.37197,1.37417,99517,
2014.03.05,0:00,1.37418,1.37483,1.37062,1.37318,105380,
2014.03.06,0:00,1.37318,1.38721,1.37201,1.38593,149071,
2014.03.07,0:00,1.38595,1.39141,1.38509,1.38717,114817,
2014.03.10,0:00,1.38716,1.38966,1.38605,1.3877,75374,
2014.03.11,0:00,1.3877,1.38775,1.38326,1.38574,83076,
2014.03.12,0:00,1.38573,1.39132,1.38423,1.39013,96648,
2014.03.13,0:00,1.39006,1.39657,1.38446,1.38709,146564,
2014.03.14,0:00,1.38707,1.39365,1.38464,1.39062,136596,
2014.03.17,0:00,1.39105,1.39466,1.38779,1.39195,92800,
2014.03.18,0:00,1.39196,1.3942,1.38787,1.39326,108010,
2014.03.19,0:00,1.39325,1.39329,1.38086,1.38148,124459,
2014.03.20,0:00,1.38151,1.38439,1.3748,1.37792,118702,
2014.03.21,0:00,1.37793,1.38097,1.37646,1.37917,78949,
2014.03.24,0:00,1.3799,1.38749,1.37592,1.38372,97759,
2014.03.25,0:00,1.38373,1.38461,1.37479,1.38247,134364,
2014.03.26,0:00,1.38248,1.38266,1.37754,1.37842,103157,
2014.03.27,0:00,1.37842,1.37959,1.37274,1.374,119818,
2014.03.28,0:00,1.37402,1.37721,1.37037,1.37541,96434,
2014.03.31,0:00,1.37524,1.38079,1.37199,1.37724,120610,
2014.04.01,0:00,1.37725,1.38143,1.37681,1.37923,84688,
2014.04.02,0:00,1.37923,1.38193,1.37521,1.37636,81169,
2014.04.03,0:00,1.37641,1.38055,1.3697,1.37159,136594,
2014.04.04,0:00,1.37169,1.37302,1.36716,1.36974,124750,
2014.04.07,0:00,1.36995,1.37475,1.36951,1.37406,65423,
2014.04.08,0:00,1.37404,1.38105,1.37361,1.37935,99768,
2014.04.09,0:00,1.37939,1.38611,1.37788,1.38527,114976,
2014.04.10,0:00,1.38528,1.38981,1.38348,1.38861,106258,
2014.04.11,0:00,1.38861,1.39048,1.38623,1.38834,89602,
2014.04.14,0:00,1.38545,1.38619,1.38071,1.38171,102910,
2014.04.15,0:00,1.38171,1.38323,1.37889,1.38121,97129,
2014.04.16,0:00,1.38123,1.38503,1.38026,1.38148,89118,
2014.04.17,0:00,1.38148,1.38637,1.38095,1.3812,78005,
2014.04.18,0:00,1.3812,1.38212,1.38073,1.38083,14714,
2014.04.21,0:00,1.38158,1.38293,1.37859,1.37938,30678,
2014.04.22,0:00,1.37938,1.38237,1.37839,1.38046,66146,
2014.04.23,0:00,1.38046,1.38536,1.37992,1.3815,93854,
2014.04.24,0:00,1.38149,1.38422,1.37903,1.38304,86538,
2014.04.25,0:00,1.38304,1.38472,1.38258,1.38317,56962,
2014.04.28,0:00,1.38384,1.38784,1.38136,1.38487,84235,
2014.04.29,0:00,1.38487,1.38781,1.38045,1.38106,89707,
2014.04.30,0:00,1.3811,1.38755,1.37744,1.38646,125929,
2014.05.01,0:00,1.38645,1.3888,1.38617,1.38662,49237,
2014.05.02,0:00,1.38661,1.38806,1.3811,1.38698,99365,
